task_id,task_description,task_category,assigned_employee,task_created_date,deadline_in_days,estimated_effort_hours,employee_current_workload_hours,employee_past_completion_rate
352,manage cloud using Python,DevOps,EMP_30,2024-02-21,7,36,49,0.71
353,prioritize tasks using Python,Task Management,EMP_4,2024-07-10,18,17,145,0.52
354,manage cloud using Python,DevOps,EMP_6,2024-03-04,21,37,19,0.83
355,setup CI/CD using Python,DevOps,EMP_9,2024-03-17,15,32,100,0.56
356,troubleshoot error using Python,Support,EMP_6,2024-01-31,29,39,142,0.89
357,deploy application using Python,DevOps,EMP_27,2024-01-01,19,8,130,0.7
358,analyze metrics using Python,Reporting,EMP_40,2024-10-11,2,26,27,0.62
359,build ETL pipeline using Python,Data Engineering,EMP_48,2024-06-18,16,29,131,0.89
360,apply NLP using Python,Machine Learning,EMP_16,2024-09-30,5,11,137,0.76
361,assign tasks using Python,Task Management,EMP_21,2024-11-09,26,13,15,0.64
362,manage cloud using Python,DevOps,EMP_1,2024-10-15,13,31,74,0.69
363,design warehouse using Python,Data Engineering,EMP_41,2024-05-17,18,37,109,0.84
364,manage cloud using Python,DevOps,EMP_2,2024-12-12,25,20,147,0.94
365,build ETL pipeline using Python,Data Engineering,EMP_45,2024-06-04,16,12,43,0.62
366,analyze metrics using Python,Reporting,EMP_45,2024-08-30,21,36,117,0.51
367,monitor system using Python,DevOps,EMP_22,2024-03-13,18,2,62,0.89
368,optimize model using Python,Machine Learning,EMP_6,2024-08-15,6,35,19,0.63
369,track deadlines using Python,Task Management,EMP_50,2024-05-06,2,2,37,0.84
370,fix bug using Python,Support,EMP_27,2024-05-30,4,24,48,0.68
371,handle ticket using Python,Support,EMP_26,2024-12-30,2,2,94,0.95
372,fix bug using Python,Support,EMP_28,2024-05-11,27,4,108,0.91
373,optimize model using Python,Machine Learning,EMP_4,2024-11-29,30,25,87,0.82
374,create dashboard using Python,Reporting,EMP_43,2024-12-27,6,21,135,0.71
375,setup CI/CD using Python,DevOps,EMP_7,2024-09-01,5,23,146,0.52
376,assign tasks using Python,Task Management,EMP_48,2024-09-05,25,6,122,0.82
377,generate report using Python,Reporting,EMP_25,2024-12-28,30,8,71,0.67
378,resolve issue using Python,Support,EMP_26,2024-05-14,17,36,96,0.66
379,resolve issue using Python,Support,EMP_19,2024-07-19,18,29,92,0.58
380,assign tasks using Python,Task Management,EMP_37,2024-09-10,28,28,22,0.83
381,deploy application using Python,DevOps,EMP_8,2024-09-22,16,37,148,0.55
382,setup CI/CD using Python,DevOps,EMP_29,2024-03-03,29,10,26,0.68
383,manage workload using Python,Task Management,EMP_18,2024-03-13,24,23,52,0.91
384,optimize model using Python,Machine Learning,EMP_41,2024-12-09,29,29,146,0.92
385,troubleshoot error using Python,Support,EMP_24,2024-05-09,30,24,103,0.68
386,setup CI/CD using Python,DevOps,EMP_24,2024-12-28,3,21,28,0.89
387,optimize query using Python,Data Engineering,EMP_32,2024-01-20,28,1,11,0.67
388,create dashboard using Python,Reporting,EMP_12,2024-06-02,4,1,59,0.73
389,track deadlines using Python,Task Management,EMP_17,2024-10-24,8,11,56,0.79
390,optimize model using Python,Machine Learning,EMP_43,2024-10-23,16,13,43,0.61
391,generate report using Python,Reporting,EMP_3,2024-04-01,5,13,39,0.79
392,build ETL pipeline using Python,Data Engineering,EMP_36,2024-03-23,8,19,77,0.86
393,fix bug using Python,Support,EMP_14,2024-02-03,9,12,84,0.59
394,fix bug using Python,Support,EMP_10,2024-01-04,4,33,86,0.73
395,clean data using Python,Data Engineering,EMP_40,2024-11-22,26,11,113,0.88
396,assign tasks using Python,Task Management,EMP_41,2024-08-22,28,5,154,0.51
397,track deadlines using Python,Task Management,EMP_42,2024-11-05,29,27,136,0.77
398,build prediction model using Python,Machine Learning,EMP_9,2024-10-10,11,9,106,0.79
399,perform feature engineering using Python,Machine Learning,EMP_11,2024-09-27,11,37,48,0.5
400,assign tasks using Python,Task Management,EMP_5,2024-06-02,18,3,38,0.5
401,build prediction model using Python,Machine Learning,EMP_25,2024-11-21,25,34,49,0.75
402,prepare report using Python,Reporting,EMP_7,2024-11-29,27,13,14,0.77
403,generate report using Python,Reporting,EMP_6,2024-01-20,6,20,90,0.83
404,configure docker using Python,DevOps,EMP_21,2024-08-24,30,4,34,0.63
405,transform dataset using Python,Data Engineering,EMP_3,2024-02-05,16,19,17,0.71
406,build KPI dashboard using Python,Reporting,EMP_12,2024-08-27,16,27,153,0.68
407,analyze metrics using Python,Reporting,EMP_25,2024-06-10,18,36,154,0.75
408,configure docker using Python,DevOps,EMP_44,2024-10-02,4,11,69,0.77
409,prioritize tasks using Python,Task Management,EMP_48,2024-02-16,29,26,86,0.77
410,build KPI dashboard using Python,Reporting,EMP_49,2024-07-18,1,13,101,0.55
411,prepare report using Python,Reporting,EMP_28,2024-05-14,9,25,85,0.58
412,train ML model using Python,Machine Learning,EMP_38,2024-03-19,13,33,61,0.88
413,optimize model using Python,Machine Learning,EMP_29,2024-02-29,15,9,97,0.78
414,create dashboard using Python,Reporting,EMP_16,2024-02-27,6,20,136,0.93
415,apply NLP using Python,Machine Learning,EMP_46,2024-12-28,22,40,50,0.84
416,clean data using Python,Data Engineering,EMP_43,2024-12-26,17,4,47,0.59
417,fix bug using Python,Support,EMP_14,2024-11-20,24,32,46,0.51
418,clean data using Python,Data Engineering,EMP_3,2024-11-22,10,25,38,0.66
419,deploy application using Python,DevOps,EMP_45,2024-07-26,12,2,124,0.87
420,transform dataset using Python,Data Engineering,EMP_23,2024-09-11,12,33,62,0.78
421,prioritize tasks using Python,Task Management,EMP_35,2024-09-16,16,10,80,0.79
422,prioritize tasks using Python,Task Management,EMP_47,2024-12-30,7,20,120,0.57
423,apply NLP using Python,Machine Learning,EMP_26,2024-08-27,20,20,12,0.81
424,manage workload using Python,Task Management,EMP_14,2024-09-30,17,20,36,0.6
425,monitor progress using Python,Task Management,EMP_11,2024-08-05,18,32,35,0.92
426,assist user using Python,Support,EMP_19,2024-07-09,14,7,66,0.53
427,setup CI/CD using Python,DevOps,EMP_26,2024-01-23,15,12,17,0.62
428,configure docker using Python,DevOps,EMP_6,2024-09-17,11,9,154,0.63
429,analyze metrics using Python,Reporting,EMP_4,2024-01-22,4,36,12,0.54
430,optimize query using Python,Data Engineering,EMP_22,2024-08-26,28,33,84,0.71
431,optimize query using Python,Data Engineering,EMP_41,2024-12-23,17,36,55,0.63
432,setup CI/CD using Python,DevOps,EMP_36,2024-07-13,2,19,67,0.75
433,handle ticket using Python,Support,EMP_19,2024-11-01,28,30,57,0.8
434,clean data using Python,Data Engineering,EMP_11,2024-10-26,9,8,135,0.65
435,transform dataset using Python,Data Engineering,EMP_37,2024-03-29,24,28,106,0.55
436,monitor system using Python,DevOps,EMP_17,2024-06-28,12,19,109,0.73
437,monitor progress using Python,Task Management,EMP_1,2024-01-03,25,34,67,0.55
438,create dashboard using Python,Reporting,EMP_33,2024-09-24,16,29,62,0.93
439,apply NLP using Python,Machine Learning,EMP_21,2024-03-12,20,38,134,0.68
440,fix bug using Python,Support,EMP_14,2024-03-11,3,36,38,0.74
441,track deadlines using Python,Task Management,EMP_33,2024-02-25,28,19,134,0.89
442,build KPI dashboard using Python,Reporting,EMP_49,2024-05-26,6,28,37,0.59
443,setup CI/CD using Python,DevOps,EMP_13,2024-07-10,15,26,51,0.73
444,assist user using Python,Support,EMP_36,2024-10-02,10,18,79,0.93
445,build prediction model using Python,Machine Learning,EMP_19,2024-10-08,21,31,133,0.77
446,assign tasks using Python,Task Management,EMP_8,2024-12-16,7,33,150,0.64
447,optimize query using Python,Data Engineering,EMP_26,2024-11-03,21,16,44,0.85
448,resolve issue using Python,Support,EMP_39,2024-10-16,4,8,71,0.61
449,deploy application using Python,DevOps,EMP_21,2024-06-14,19,8,159,0.73
450,build ETL pipeline using Python,Data Engineering,EMP_14,2024-11-22,13,31,129,0.58
451,prioritize tasks using Python,Task Management,EMP_42,2024-07-20,20,35,104,0.68
452,prepare report using Python,Reporting,EMP_36,2024-09-18,29,24,81,0.52
453,optimize model using Python,Machine Learning,EMP_4,2024-03-13,29,20,80,0.7
454,monitor system using Python,DevOps,EMP_39,2024-12-15,9,39,143,0.63
455,assign tasks using Python,Task Management,EMP_10,2024-11-02,30,8,21,0.53
456,train ML model using Python,Machine Learning,EMP_18,2024-02-28,10,40,45,0.75
457,design warehouse using Python,Data Engineering,EMP_10,2024-02-05,3,18,84,0.81
458,monitor progress using Python,Task Management,EMP_3,2024-07-15,5,15,83,0.85
459,manage cloud using Python,DevOps,EMP_22,2024-02-04,18,30,122,0.61
460,train ML model using Python,Machine Learning,EMP_8,2024-01-03,23,40,96,0.89
461,clean data using Python,Data Engineering,EMP_14,2024-10-09,23,34,37,0.62
462,apply NLP using Python,Machine Learning,EMP_26,2024-09-29,3,33,103,0.62
463,transform dataset using Python,Data Engineering,EMP_33,2024-10-29,3,16,28,0.79
464,create dashboard using Python,Reporting,EMP_41,2024-04-06,11,32,86,0.78
465,prepare report using Python,Reporting,EMP_7,2024-01-13,12,8,26,0.77
466,create dashboard using Python,Reporting,EMP_14,2024-05-03,25,39,137,0.66
467,optimize query using Python,Data Engineering,EMP_38,2024-06-20,18,8,156,0.93
468,manage workload using Python,Task Management,EMP_6,2024-08-30,18,29,35,0.88
469,clean data using Python,Data Engineering,EMP_41,2024-03-27,18,12,48,0.68
470,assign tasks using Python,Task Management,EMP_29,2024-04-05,12,25,46,0.53
471,apply NLP using Python,Machine Learning,EMP_1,2024-10-31,27,26,144,0.74
472,monitor system using Python,DevOps,EMP_15,2024-09-02,24,23,73,0.8
473,analyze metrics using Python,Reporting,EMP_31,2024-11-03,17,24,113,0.78
474,train ML model using Python,Machine Learning,EMP_28,2024-08-19,13,35,14,0.75
475,setup CI/CD using Python,DevOps,EMP_28,2024-02-24,23,11,76,0.83
476,assist user using Python,Support,EMP_42,2024-05-16,27,6,141,0.78
477,prioritize tasks using Python,Task Management,EMP_39,2024-03-22,4,33,59,0.65
478,setup CI/CD using Python,DevOps,EMP_44,2024-02-12,5,23,156,0.66
479,optimize query using Python,Data Engineering,EMP_9,2024-07-09,30,3,158,0.56
480,generate report using Python,Reporting,EMP_47,2024-02-21,24,24,160,0.75
481,monitor system using Python,DevOps,EMP_12,2024-06-03,10,4,83,0.93
482,build ETL pipeline using Python,Data Engineering,EMP_19,2024-09-26,8,26,26,0.88
483,prepare report using Python,Reporting,EMP_36,2024-01-24,30,35,62,0.91
484,deploy application using Python,DevOps,EMP_39,2024-04-13,20,25,139,0.86
485,create dashboard using Python,Reporting,EMP_19,2024-02-29,12,37,98,0.92
486,optimize model using Python,Machine Learning,EMP_37,2024-04-01,10,4,138,0.52
487,handle ticket using Python,Support,EMP_18,2024-11-10,18,22,36,0.62
488,prioritize tasks using Python,Task Management,EMP_28,2024-07-23,24,37,64,0.81
489,assign tasks using Python,Task Management,EMP_33,2024-12-12,18,31,112,0.8
490,transform dataset using Python,Data Engineering,EMP_8,2024-08-12,17,20,67,0.9
491,design warehouse using Python,Data Engineering,EMP_34,2024-01-15,23,4,84,0.52
492,prepare report using Python,Reporting,EMP_3,2024-11-17,20,24,32,0.77
493,prioritize tasks using Python,Task Management,EMP_45,2024-03-14,6,23,98,0.76
494,configure docker using Python,DevOps,EMP_45,2024-08-30,26,1,120,0.87
495,configure docker using Python,DevOps,EMP_48,2024-05-28,12,11,131,0.57
496,clean data using Python,Data Engineering,EMP_50,2024-01-25,21,17,107,0.64
497,train ML model using Python,Machine Learning,EMP_44,2024-03-03,10,32,124,0.89
498,generate report using Python,Reporting,EMP_43,2024-06-30,3,28,141,0.69
499,generate report using Python,Reporting,EMP_37,2024-10-28,9,1,48,0.65
500,fix bug using Python,Support,EMP_14,2024-07-19,27,17,87,0.79
501,fix bug using Python,Support,EMP_18,2024-06-14,15,27,108,0.7
502,track deadlines using Python,Task Management,EMP_4,2024-10-23,16,24,133,0.59
503,manage workload using Python,Task Management,EMP_16,2024-10-29,16,2,64,0.73
504,manage cloud using Python,DevOps,EMP_9,2024-06-21,8,8,85,0.82
505,analyze metrics using Python,Reporting,EMP_8,2024-03-24,16,15,147,0.66
506,fix bug using Python,Support,EMP_6,2024-03-10,18,3,71,0.91
507,assign tasks using Python,Task Management,EMP_16,2024-11-09,13,9,106,0.79
508,configure docker using Python,DevOps,EMP_45,2024-01-10,6,7,128,0.54
509,troubleshoot error using Python,Support,EMP_35,2024-07-16,22,2,40,0.81
510,perform feature engineering using Python,Machine Learning,EMP_29,2024-09-14,18,30,122,0.8
511,monitor system using Python,DevOps,EMP_6,2024-05-19,5,36,107,0.8
512,manage workload using Python,Task Management,EMP_29,2024-03-12,11,1,97,0.54
513,setup CI/CD using Python,DevOps,EMP_40,2024-01-28,5,29,119,0.74
514,transform dataset using Python,Data Engineering,EMP_48,2024-11-02,8,31,43,0.94
515,configure docker using Python,DevOps,EMP_41,2024-10-29,1,28,126,0.71
516,deploy application using Python,DevOps,EMP_33,2024-04-18,28,36,101,0.75
517,track deadlines using Python,Task Management,EMP_32,2024-02-03,20,17,35,0.89
518,design warehouse using Python,Data Engineering,EMP_17,2024-04-21,29,12,58,0.85
519,apply NLP using Python,Machine Learning,EMP_15,2024-06-20,15,6,34,0.79
520,analyze metrics using Python,Reporting,EMP_38,2024-07-18,29,22,22,0.72
521,perform feature engineering using Python,Machine Learning,EMP_39,2024-09-21,15,9,111,0.75
522,monitor progress using Python,Task Management,EMP_38,2024-08-29,16,35,59,0.55
523,clean data using Python,Data Engineering,EMP_1,2024-01-05,12,30,57,0.67
524,clean data using Python,Data Engineering,EMP_6,2024-01-08,20,15,102,0.57
525,prepare report using Python,Reporting,EMP_11,2024-07-21,17,34,76,0.52
526,clean data using Python,Data Engineering,EMP_4,2024-01-06,25,39,67,0.83
527,track deadlines using Python,Task Management,EMP_19,2024-03-08,16,18,160,0.54
528,resolve issue using Python,Support,EMP_20,2024-09-18,1,2,78,0.51
529,optimize model using Python,Machine Learning,EMP_5,2024-08-17,12,12,156,0.82
530,deploy application using Python,DevOps,EMP_33,2024-08-10,28,30,13,0.57
531,resolve issue using Python,Support,EMP_28,2024-06-06,21,16,142,0.71
532,optimize model using Python,Machine Learning,EMP_4,2024-04-10,10,15,24,0.89
533,optimize model using Python,Machine Learning,EMP_1,2024-02-18,27,21,46,0.76
534,perform feature engineering using Python,Machine Learning,EMP_19,2024-07-15,21,2,26,0.7
535,resolve issue using Python,Support,EMP_8,2024-02-28,20,3,154,0.81
536,build KPI dashboard using Python,Reporting,EMP_5,2024-03-10,26,21,108,0.67
537,monitor progress using Python,Task Management,EMP_50,2024-05-24,4,9,136,0.57
538,apply NLP using Python,Machine Learning,EMP_25,2024-10-13,28,38,89,0.62
539,transform dataset using Python,Data Engineering,EMP_40,2024-02-20,14,14,80,0.88
540,create dashboard using Python,Reporting,EMP_38,2024-02-09,2,13,156,0.78
541,design warehouse using Python,Data Engineering,EMP_30,2024-06-30,1,32,98,0.7
542,perform feature engineering using Python,Machine Learning,EMP_15,2024-02-28,18,13,43,0.71
543,train ML model using Python,Machine Learning,EMP_34,2024-06-13,25,37,131,0.64
544,clean data using Python,Data Engineering,EMP_33,2024-04-06,18,6,21,0.67
545,deploy application using Python,DevOps,EMP_29,2024-08-18,18,15,30,0.77
546,build KPI dashboard using Python,Reporting,EMP_50,2024-11-12,28,17,79,0.52
547,create dashboard using Python,Reporting,EMP_1,2024-07-18,9,13,50,0.85
548,optimize query using Python,Data Engineering,EMP_22,2024-10-23,27,23,10,0.81
549,optimize query using Python,Data Engineering,EMP_41,2024-01-07,18,40,41,0.68
550,optimize query using Python,Data Engineering,EMP_21,2024-05-24,9,29,149,0.95
551,configure docker using Python,DevOps,EMP_34,2024-08-16,3,24,140,0.89
552,monitor system using Python,DevOps,EMP_41,2024-03-09,15,2,24,0.68
553,fix bug using Python,Support,EMP_15,2024-01-05,18,36,32,0.59
554,setup CI/CD using Python,DevOps,EMP_36,2024-01-03,22,40,158,0.79
555,monitor system using Python,DevOps,EMP_6,2024-05-11,13,35,141,0.95
556,build ETL pipeline using Python,Data Engineering,EMP_35,2024-08-31,15,40,72,0.65
557,optimize model using Python,Machine Learning,EMP_8,2024-07-01,13,38,78,0.68
558,train ML model using Python,Machine Learning,EMP_42,2024-11-16,18,15,144,0.64
559,resolve issue using Python,Support,EMP_44,2024-03-13,8,2,24,0.92
560,monitor system using Python,DevOps,EMP_29,2024-07-24,8,9,160,0.9
561,design warehouse using Python,Data Engineering,EMP_41,2024-09-30,13,24,61,0.5
562,apply NLP using Python,Machine Learning,EMP_37,2024-07-20,24,22,65,0.81
563,fix bug using Python,Support,EMP_3,2024-12-28,3,30,126,0.83
564,troubleshoot error using Python,Support,EMP_6,2024-07-19,6,24,126,0.75
565,perform feature engineering using Python,Machine Learning,EMP_39,2024-06-28,19,18,67,0.88
566,troubleshoot error using Python,Support,EMP_1,2024-09-26,27,24,18,0.85
567,monitor system using Python,DevOps,EMP_18,2024-03-08,20,18,18,0.94
568,create dashboard using Python,Reporting,EMP_48,2024-11-09,5,24,157,0.51
569,manage cloud using Python,DevOps,EMP_48,2024-03-26,15,32,85,0.7
570,design warehouse using Python,Data Engineering,EMP_47,2024-09-23,2,36,136,0.94
571,train ML model using Python,Machine Learning,EMP_35,2024-08-27,1,39,27,0.88
572,apply NLP using Python,Machine Learning,EMP_29,2024-02-16,20,33,72,0.8
573,generate report using Python,Reporting,EMP_9,2024-02-18,15,14,145,0.81
574,generate report using Python,Reporting,EMP_16,2024-09-25,3,19,32,0.55
575,perform feature engineering using Python,Machine Learning,EMP_22,2024-03-08,8,37,121,0.88
576,build KPI dashboard using Python,Reporting,EMP_32,2024-01-31,19,31,136,0.7
577,deploy application using Python,DevOps,EMP_46,2024-07-31,9,9,84,0.67
578,configure docker using Python,DevOps,EMP_30,2024-06-08,21,19,22,0.82
579,optimize model using Python,Machine Learning,EMP_23,2024-07-21,3,5,65,0.82
580,perform feature engineering using Python,Machine Learning,EMP_2,2024-05-04,20,35,47,0.87
581,build ETL pipeline using Python,Data Engineering,EMP_47,2024-12-24,22,40,29,0.57
582,assign tasks using Python,Task Management,EMP_6,2024-06-03,10,13,147,0.65
583,clean data using Python,Data Engineering,EMP_18,2024-02-12,25,25,140,0.54
584,train ML model using Python,Machine Learning,EMP_12,2024-08-31,1,22,66,0.85
